Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
0,41,2,0,0,0,1,2,44126,4019,428,1,9366,443,1,15077,58,1,11.97,0,1,4,5,0.1,0
1,25,1,3,2,0,0,1,44374,1596,567,2,24494,1959,0,6040,125,1,7.81,1,1,9,12,0.06,0
1,39,1,2,0,1,2,2,115571,2742,748,1,43197,7120,0,29125,130,1,13.52,1,0,3,24,0.88,1
0,54,1,3,2,2,2,0,46561,4187,341,2,35039,10340,1,12146,232,2,5.79,1,0,0,9,0.4,0
0,52,1,3,1,0,2,1,63426,1225,421,2,17780,10398,0,12085,195,0,6.36,0,0,3,19,0.24,0
1,31,2,3,0,1,3,1,95453,4844,804,0,10749,29728,0,20820,223,0,8.13,1,1,3,22,0.54,1
0,28,2,0,0,1,3,2,127719,2609,708,0,26724,8846,0,26943,86,1,14.58,1,1,0,12,0.29,1
1,26,1,1,1,0,0,2,86073,509,779,1,45608,17908,0,21725,136,1,3.78,1,1,4,21,0.77,1
1,56,2,2,1,0,1,0,46919,790,396,2,18378,14313,0,11846,68,3,4.83,0,1,0,21,0.43,0
1,46,1,0,1,1,2,2,54455,4722,770,2,34003,27103,0,20000,21,2,8.36,1,0,9,13,0.73,1
1,25,1,2,0,1,3,1,70854,1639,720,0,5947,25668,0,20352,94,1,5.65,1,0,1,24,0.55,1
0,49,1,2,1,1,0,0,107874,4273,723,1,3379,13125,1,22305,178,2,13.21,0,0,5,21,0.54,1
1,35,2,0,0,0,0,1,149358,2769,771,0,32932,17856,1,25772,84,2,3.75,1,0,8,24,0.99,1
0,33,1,3,1,0,3,1,50233,3697,719,0,5818,18955,0,20000,183,3,12.47,1,1,7,11,0.02,1
1,59,2,2,1,2,1,1,31605,1927,596,1,13136,11046,0,8042,17,3,8.08,0,0,5,18,0.41,0
0,68,1,3,2,0,3,0,27999,2899,328,2,2375,14395,0,10973,40,1,7.65,0,0,1,8,0.45,0
1,39,1,1,0,1,1,1,124580,1689,825,0,18444,12210,1,31362,39,2,9.21,0,1,3,24,0.27,1
0,34,1,2,0,0,0,2,95653,3575,845,1,30667,23729,0,26646,154,0,13.91,0,0,6,5,0.47,1
0,41,1,2,1,0,1,1,125713,3277,797,0,16571,5306,1,29579,75,1,7.81,0,0,5,16,0.01,1
1,61,1,2,1,2,3,1,34487,3722,474,0,13047,3904,0,9265,176,3,5.08,0,0,6,24,0.15,0
1,47,1,0,1,0,1,1,100376,1500,775,1,9390,11827,0,27004,165,1,9.58,1,1,7,27,0.22,1
0,28,1,3,0,1,3,2,144037,3730,728,0,14141,28293,1,20132,46,3,9.99,1,0,5,6,0.63,1
1,38,0,3,0,1,1,1,82359,4731,807,1,12309,8508,0,22697,199,2,8.83,0,0,2,23,0.59,1
0,36,2,0,0,2,2,1,20044,994,367,1,38272,7982,1,6545,93,0,7.59,0,0,6,25,0.01,0
1,48,2,1,2,2,1,0,146380,1380,761,0,20999,24433,0,37261,86,2,12.31,1,0,0,19,0.83,1
1,49,1,2,0,0,2,1,135602,3236,777,1,6812,14086,0,29865,92,1,7.49,1,1,0,28,0.27,0
1,37,2,0,0,0,1,1,105925,3110,839,2,14261,26013,0,29090,72,3,14.14,1,0,6,27,0.23,1
1,48,1,1,0,1,2,1,89992,4366,807,1,37022,25808,0,25005,66,2,11.56,1,0,8,21,0.89,1
1,28,1,2,0,1,3,1,64106,1086,719,1,29108,10060,0,20000,118,1,9.93,1,1,8,16,0.37,1
1,31,2,0,0,0,3,1,88681,1197,787,1,21225,24260,0,25608,165,3,4.53,0,0,2,5,0.29,1
0,42,1,0,1,0,2,1,99841,3428,711,2,19011,2284,1,20324,175,2,12.82,1,1,2,21,0.17,1
0,60,2,1,2,1,3,1,60912,3781,598,1,32798,9089,0,22988,216,1,9.47,0,1,1,27,0.87,0
0,37,1,1,1,2,2,2,88075,3357,744,1,2986,16118,0,20945,215,1,10.91,1,0,8,21,0.65,1
0,41,2,3,2,1,0,2,81287,721,799,0,6763,21459,1,23156,83,1,4.82,0,0,5,14,0.45,1
0,39,0,1,1,0,2,1,52522,2926,832,0,48753,16882,0,20000,207,0,9.49,0,0,3,25,0.68,1
1,39,2,0,1,0,2,1,91950,1727,763,0,40269,3974,1,26800,84,1,9.61,1,0,5,20,0.52,1
1,41,2,0,2,2,3,1,54643,2923,737,1,7855,11244,0,20000,140,1,14.4,0,0,9,12,0.64,1
0,22,1,3,2,0,3,2,42776,2967,497,1,17975,20327,0,10227,217,0,11.21,0,1,8,10,0.57,0
1,33,1,3,0,0,1,1,116157,1056,817,0,41356,9914,0,20066,131,1,6.55,1,0,3,8,0.42,1
0,53,1,0,0,2,3,2,46282,4271,324,2,47817,3087,0,5267,86,3,13.86,0,0,8,23,0.11,1
1,37,2,0,1,2,0,1,40340,3832,378,2,7512,10302,0,8014,17,1,7.62,1,0,3,12,0.46,0
0,31,2,2,2,1,2,1,142011,2982,738,2,48336,4482,0,20484,65,0,9.16,1,1,8,21,0.54,1
0,27,1,2,1,0,1,2,34189,1811,547,1,4821,18409,0,7943,139,1,3.78,0,1,6,9,0.77,1
0,25,1,1,0,1,1,1,126466,4355,785,2,4300,5454,0,30324,59,0,10.18,0,1,4,25,0.62,1
1,26,2,0,0,2,3,1,77729,3630,804,2,24248,29052,0,20859,62,1,11.91,1,0,3,7,0.15,1
1,40,1,2,1,1,0,1,47120,4191,520,1,41849,26185,0,12536,13,1,5.98,0,1,1,15,0.96,0
0,34,2,2,1,0,1,1,68876,1067,748,2,5671,7729,0,20469,187,1,10.97,0,0,6,11,0.74,1
0,32,1,1,1,0,1,0,91600,3902,785,0,45745,16325,0,26093,57,0,12.61,0,0,1,15,0.35,0
1,43,2,0,1,1,2,1,79844,3708,790,2,46655,12266,1,22816,95,3,10.23,0,1,5,7,0.52,1
1,49,0,0,0,2,1,1,60740,4401,706,0,49389,22273,0,20000,82,1,12.86,1,0,5,23,0.8,1
0,25,2,2,0,1,3,1,52723,1518,748,0,34561,13107,1,20000,23,0,12.65,1,1,5,26,0.49,1
1,51,2,2,1,0,2,2,27626,1396,468,2,41511,8998,0,9707,145,1,6.64,1,0,8,29,0.45,0
1,40,1,2,0,2,3,2,55813,787,716,0,14323,13629,0,20000,55,0,7.33,0,1,7,29,0.07,1
0,51,1,2,1,1,0,1,45105,3483,413,0,7283,11264,0,8546,215,0,7.64,0,0,1,21,0.9,1
1,48,1,2,2,1,2,1,75480,4467,766,2,39572,20414,0,20028,72,1,11.11,1,0,4,18,0.97,1
0,28,1,1,1,1,2,2,78809,4804,810,2,38802,26903,0,21575,168,1,5.43,0,1,4,26,0.75,1
0,40,1,2,1,0,2,2,75711,1421,737,2,1637,13352,1,21003,219,0,14.6,0,0,4,17,0.54,1
1,43,1,2,0,0,1,1,95412,3471,758,1,19139,1412,0,27338,187,1,13.92,0,1,6,17,0.38,1
0,32,1,2,0,2,0,1,72197,2821,815,2,11813,5040,0,20249,187,1,13.23,1,0,9,6,0.51,1
1,66,1,0,2,0,2,1,26022,4871,360,0,20987,25774,0,9523,230,3,3.8,1,1,3,24,0.35,0
1,27,1,0,0,0,1,1,79127,4386,757,1,45028,22361,0,20950,12,1,12.59,1,0,2,5,0.38,1
1,41,1,3,2,0,3,1,65688,2675,748,1,20082,23464,1,20000,145,0,13.41,1,0,3,15,0.77,1
1,27,2,3,0,0,3,1,127868,2217,799,1,10262,11938,0,30665,51,1,12.46,0,0,2,16,0.12,1
1,36,2,2,2,1,3,0,50657,1950,845,1,23632,12172,1,20000,62,1,7.02,0,0,4,25,0.38,0
0,30,0,2,0,1,0,1,117572,3871,711,2,2548,12229,1,29274,56,0,8.89,1,0,3,8,0.32,1
1,38,1,1,2,1,3,1,53866,3936,798,1,9746,16712,0,20000,189,3,10.01,1,0,4,17,0.72,0
0,47,1,1,1,2,0,1,49596,4131,595,2,43431,28112,0,8320,219,1,8.85,0,1,2,29,0.64,1
0,57,1,1,0,2,3,2,61215,2825,580,1,28268,2225,0,18324,76,3,3.68,1,0,2,7,0.64,0
0,30,1,2,1,2,1,1,142049,4692,831,1,25790,14881,0,29120,128,1,13.29,1,0,2,9,0.8,1
0,37,1,0,1,0,2,2,50801,2254,815,0,33846,8939,0,20000,166,2,8.06,0,0,3,22,0.1,1
1,45,1,2,1,1,1,1,71336,2079,796,0,18337,29865,0,21299,84,1,9.43,1,1,1,5,0.56,1
0,51,2,1,2,1,0,1,20258,815,550,1,9127,9467,0,7983,65,1,4.76,0,1,2,15,0.14,0
1,22,2,1,2,1,0,1,69394,844,363,1,26357,27913,0,26176,202,1,11.35,0,0,9,16,0.62,0
0,39,2,1,0,0,0,2,35264,1968,541,0,1223,23587,0,7548,43,1,13.08,1,0,1,8,0.22,1
0,48,2,0,1,0,2,1,58724,2970,797,1,23792,6785,0,20000,218,3,3.64,1,0,1,25,0.71,1
1,33,1,0,0,0,3,2,132308,2051,727,2,11729,28631,0,26319,30,0,4.33,1,0,1,23,0.05,1
1,25,2,1,2,1,0,2,69670,2709,779,1,140,29377,1,20896,212,0,6.77,0,1,3,25,0.99,1
1,44,1,1,0,0,0,2,46150,1364,570,2,30990,14678,0,16514,106,1,11.68,0,0,9,20,0.62,0
0,29,2,0,1,0,0,2,25006,900,599,2,12321,17208,0,9703,109,1,10.55,1,0,6,5,0.45,0
1,40,1,0,2,0,0,1,88380,1827,819,1,18881,14016,0,26355,142,3,14.17,1,1,0,24,0.4,1
1,35,1,1,1,0,1,1,35274,1179,324,2,444,6193,0,8256,183,1,7.04,1,0,5,29,0.17,0
1,64,2,3,0,0,1,2,20150,4992,337,2,11816,27740,1,5979,227,1,4.95,1,0,0,24,0.69,0
0,34,2,0,0,1,0,1,125621,1741,839,0,41695,23760,0,32223,238,1,4.51,1,1,1,19,0.44,1
0,26,2,2,1,0,3,2,38643,792,514,2,3377,6513,0,5114,138,2,14.2,0,0,6,7,0.17,0
0,49,1,3,0,0,0,1,149402,3096,770,0,21637,18333,0,25547,98,3,8.68,1,1,4,27,0.79,0
1,29,1,3,2,0,3,1,124734,3425,719,0,11643,7132,0,27178,69,2,9.04,0,1,2,6,0.42,1
0,34,1,1,2,0,1,0,129140,4325,808,1,22727,17971,0,25244,175,2,4.57,0,1,6,9,0.86,1
0,40,2,1,0,0,2,1,131603,3470,828,1,5117,6419,0,23277,106,2,14.55,1,0,3,10,0.1,1
1,44,1,3,1,0,2,1,59496,2686,491,2,19357,10088,0,7202,165,1,9.71,0,0,6,20,0.35,0
1,47,1,3,1,2,2,2,115367,4061,712,2,41999,20294,0,26160,114,2,5.49,0,1,1,8,0.24,1
1,44,2,3,1,1,0,1,71394,4484,847,0,4804,21800,0,20560,92,1,6.85,1,1,8,28,0.56,1
1,30,1,1,1,0,3,2,136688,1734,715,0,4617,17087,0,33882,45,1,7.29,0,0,0,29,0.37,1
0,34,2,0,1,1,3,1,62222,2572,809,2,9929,22509,0,20000,64,1,13.81,0,0,6,21,0.88,1
1,38,1,0,1,0,0,1,68373,747,813,1,15344,28316,1,20171,217,2,11.12,0,0,4,5,0.96,1
1,41,1,0,0,0,3,2,138371,3269,835,1,14426,1561,0,31513,124,1,7.19,1,1,6,29,0.3,1
1,35,1,1,2,1,3,1,137644,3878,720,0,22417,9027,0,38319,13,3,14.55,1,0,2,12,0.28,0
0,23,2,0,1,0,3,1,37110,998,442,1,41634,29573,0,10430,162,1,7.92,1,1,8,18,0.12,0
0,31,2,2,0,0,1,2,28916,1260,598,2,37079,28281,0,8003,156,1,6.59,1,0,7,11,0.98,0
1,43,2,1,0,0,2,1,69832,4304,808,2,28354,27433,0,20672,194,1,6.58,0,0,2,14,0.24,1
1,27,1,3,0,2,2,1,26559,3244,360,2,1234,25912,0,7625,82,3,8.58,1,1,7,10,0.16,0
0,62,0,2,1,0,1,1,24409,1545,337,2,7525,9526,1,5500,18,1,10.01,0,0,0,21,0.96,0
1,48,1,1,2,0,3,2,115206,521,763,1,7387,12602,0,22621,108,0,14.64,0,1,7,29,0.97,0
1,31,1,1,1,1,3,1,128216,3210,841,0,15378,17542,0,26852,168,2,13.27,1,1,0,28,0.93,1
1,57,1,2,1,1,3,1,21889,3541,370,0,6576,14775,0,5239,110,3,11.49,0,0,5,23,0.14,0
1,27,2,1,0,0,2,1,117874,4744,771,2,9219,14890,0,33267,157,1,8.44,0,1,4,23,0.22,1
1,39,2,3,1,1,1,1,108875,1553,817,2,24599,3758,0,24917,196,3,4.34,1,0,8,10,0.5,1
0,45,2,1,1,0,1,1,48365,2435,593,2,12140,10583,1,6997,38,3,5.61,0,1,7,15,0.89,0
0,41,2,0,1,2,3,1,53990,2439,760,2,38172,8531,1,20000,18,1,14.55,1,1,9,5,0.64,0
0,65,2,1,0,0,0,2,68246,3808,362,0,18287,18239,0,7988,53,1,4.22,0,0,1,20,0.35,1
0,48,1,3,1,0,3,0,109690,1658,738,0,35750,11823,1,31277,21,1,13.51,0,0,7,9,0.13,1
1,29,1,3,0,0,0,2,111408,3679,771,0,18349,7141,0,25093,110,0,4.17,1,0,7,8,0.73,1
0,35,2,0,2,1,2,1,115780,2859,848,2,27335,5888,1,30259,160,1,11.47,0,0,3,28,0.47,1
0,35,1,3,2,1,3,1,94214,2828,778,2,20856,28673,0,27261,219,1,7.96,0,0,4,15,0.4,1
0,68,1,1,1,2,3,1,22040,3381,447,1,14901,25358,0,8732,150,3,8.07,0,0,9,25,0.44,0
1,39,2,1,1,0,2,0,125400,3559,794,2,16323,1178,0,33504,100,2,14.86,0,1,0,14,0.96,0
0,31,2,2,1,0,2,2,54441,963,430,1,43318,25839,0,20544,186,1,7.26,0,0,6,16,0.07,0
1,35,2,0,0,1,1,2,128191,942,739,2,21690,9253,0,23710,154,0,13.02,0,0,5,22,0.31,1
1,35,1,0,2,2,3,1,109037,3748,812,0,48648,28356,0,27148,191,1,9.5,0,0,9,25,0.38,1
0,61,2,1,2,0,2,1,44175,4498,306,2,3201,8952,0,7249,22,3,14.39,0,1,5,5,0.32,1
0,48,2,1,1,2,3,1,125510,801,771,2,27513,29832,0,24251,120,0,6.13,0,1,8,10,0.21,1
1,23,1,1,1,0,2,1,37037,623,502,0,6061,10279,1,13740,157,2,11.29,0,0,9,26,0.98,0
0,25,1,0,1,1,0,1,112389,2316,796,0,28601,17618,0,26498,132,2,12.69,1,1,2,24,0.75,1
0,29,1,1,2,0,0,1,33208,3314,314,2,22594,7187,0,12096,23,1,7.4,0,1,6,14,0.64,0
1,26,2,2,2,0,3,1,53979,2830,706,2,24897,6006,0,20000,233,1,13.93,1,1,8,20,0.59,1
0,53,1,1,2,1,1,2,62748,1660,304,1,25318,24168,0,15420,104,3,12.82,0,0,6,29,0.0,0
0,26,1,3,1,0,3,1,62306,4384,395,2,31933,20417,0,5504,45,3,10.66,0,0,5,5,0.73,0
1,40,1,0,0,2,2,1,71042,3851,753,0,1264,25131,0,21025,16,3,11.12,0,0,6,24,0.65,1
0,33,2,3,0,2,2,2,115424,1961,796,2,6312,1288,0,21284,37,0,6.43,1,0,6,6,0.73,1
0,34,2,2,2,1,2,0,61554,4973,813,2,27128,17595,0,20000,25,2,14.0,0,1,6,14,0.93,0
0,26,2,3,0,0,2,2,99086,3460,779,1,47757,20137,0,27356,237,2,11.72,0,0,7,29,0.61,1
0,25,2,2,0,1,3,0,138337,4402,833,1,2313,7260,1,22247,176,3,5.6,0,0,9,8,0.72,1
1,25,2,3,1,0,0,1,114834,2596,765,1,1216,29710,0,20733,159,3,7.75,1,0,4,27,0.55,1
1,26,2,2,2,1,0,1,53714,899,758,0,35811,24284,0,20000,58,3,6.27,1,0,0,12,0.67,1
0,34,1,0,1,1,1,2,60468,4380,779,2,48636,10973,1,20000,33,1,4.39,1,0,0,5,0.19,1
0,69,1,1,1,0,1,1,52491,3390,457,0,28329,17710,0,14485,127,1,11.64,0,1,8,10,0.85,0
1,26,1,1,0,0,2,0,32113,2878,569,1,5680,7273,0,6001,17,2,9.05,0,0,0,28,0.47,0
0,25,1,0,2,0,1,1,63907,2056,344,1,23695,17158,1,22340,47,3,14.74,1,1,0,15,0.62,0
0,27,2,3,0,1,2,1,125723,1015,817,1,9618,13487,0,23830,185,1,11.33,1,0,1,14,0.57,1
0,36,1,3,1,0,2,1,145376,574,769,1,20916,13236,0,31686,58,0,4.39,1,0,5,9,0.41,1
0,35,2,0,1,0,3,0,107184,2818,713,0,49676,19015,0,25459,121,1,14.48,1,0,3,24,0.96,1
0,18,1,2,0,1,2,2,27733,4901,387,2,29440,18107,0,7502,105,3,8.53,0,1,1,23,0.15,0
0,40,1,2,0,0,2,1,64517,4488,838,0,12758,13451,1,20000,175,1,4.39,1,1,5,17,0.67,1
1,30,1,2,1,1,0,1,102130,4455,806,1,13853,10416,0,21717,57,2,7.67,1,0,7,24,0.1,1
0,34,1,3,0,2,2,2,54873,2973,842,1,36199,24207,1,20000,207,2,9.89,0,0,3,26,0.76,1
1,37,1,1,1,1,0,0,126329,4855,700,2,29847,4114,1,32320,39,0,12.16,0,1,6,15,0.92,1
0,37,2,1,0,0,3,0,118194,1369,759,1,41160,13074,0,28981,29,2,5.9,1,0,9,6,0.04,1
1,47,1,0,0,2,3,2,82828,3102,751,0,26257,2499,0,20805,106,1,4.67,0,0,1,22,0.0,1
0,26,2,3,0,2,1,1,89625,849,824,1,39892,28280,0,23268,49,1,12.84,1,1,6,9,0.14,1
1,35,1,3,2,0,2,1,82201,2807,776,0,24687,3839,0,22456,181,2,13.28,1,0,5,11,0.49,1
0,30,0,0,2,0,0,2,142551,4053,756,1,49218,24652,0,33597,29,1,6.65,0,1,6,12,0.68,1
0,32,2,1,2,2,3,1,137497,2125,794,2,9325,27001,0,21316,80,1,8.57,1,1,7,22,0.89,1
0,31,2,1,0,0,1,1,41588,1244,305,0,30879,27691,0,9205,189,1,13.69,0,0,8,6,0.52,0
0,38,2,1,1,0,3,0,76920,4223,762,2,42580,15214,0,20223,228,1,7.05,0,0,5,22,0.0,1
0,25,2,2,2,0,2,2,52662,3500,733,0,38706,16299,0,20000,157,3,6.86,0,0,7,23,0.16,1
1,63,1,1,1,2,2,2,61758,2134,413,2,4545,290,0,13477,164,3,10.19,1,0,0,14,0.57,0
0,41,1,1,1,2,3,2,57988,4440,508,0,16109,21539,0,6480,47,1,8.08,1,0,8,17,0.58,0
1,27,2,1,1,2,3,1,50386,3850,821,0,32251,20314,0,20000,22,2,5.29,1,1,4,18,0.91,0
0,35,0,1,0,0,1,2,148387,2400,782,2,9679,1015,1,25522,96,1,6.62,0,0,1,28,0.16,1
0,31,1,2,0,1,0,1,40214,4678,494,2,4344,8788,0,8950,90,0,6.91,1,0,4,26,0.54,1
1,37,2,1,1,0,3,1,104719,3865,761,0,7555,19565,0,20329,63,0,14.21,1,1,8,29,0.76,1
0,62,0,2,1,2,2,2,45159,2445,518,1,3391,22019,0,7063,218,1,14.17,1,0,0,14,0.66,0
1,49,2,1,0,0,3,1,120098,1979,802,1,34215,5243,0,34789,128,2,8.01,0,0,2,24,0.65,1
1,43,2,1,1,1,0,1,41473,1735,326,1,39068,18295,0,8220,76,1,13.3,1,0,1,10,0.68,0
0,40,2,0,0,1,0,2,90474,2147,772,1,15642,13637,0,22023,116,1,14.83,0,1,0,5,0.99,1
1,43,1,2,0,1,2,1,30175,1049,518,2,7490,6407,0,11953,124,1,14.82,0,1,1,28,0.4,0
1,32,2,2,0,1,3,1,69846,1894,810,0,18095,25604,0,20384,96,0,13.17,1,0,4,17,0.27,1
1,51,2,0,1,0,1,2,35468,3364,598,1,36874,25300,0,10924,182,1,9.88,1,0,9,19,0.94,0
1,39,2,2,1,0,3,2,92404,1305,780,2,6536,4538,0,20262,16,3,4.76,1,1,3,5,0.15,1
0,26,2,0,0,0,3,2,74396,784,801,1,16965,994,0,21310,212,1,12.75,1,0,6,13,0.76,1
0,46,0,2,0,2,1,1,118731,2834,821,2,3466,16689,0,35230,15,1,13.99,0,1,3,15,0.49,0
0,58,2,2,0,2,3,2,32447,1872,370,1,32918,23976,0,7651,199,1,4.03,1,1,9,23,0.18,0
1,27,2,1,1,0,1,2,59412,2137,709,0,14262,868,0,20000,43,0,11.54,1,1,6,28,0.55,1
1,42,1,3,0,2,3,2,77975,1002,749,2,40150,13022,0,21060,172,2,8.62,1,0,3,12,0.75,1
0,36,1,1,1,0,3,2,87764,1407,822,1,29716,4371,1,21087,31,1,3.8,1,1,5,11,0.51,1
0,49,1,2,1,0,3,2,21185,3072,440,2,15795,15775,1,6304,108,1,5.03,0,1,0,12,0.21,0
1,27,1,0,2,2,0,1,57270,623,786,1,24710,22030,0,20000,207,3,7.17,0,0,6,22,0.72,1
0,39,1,2,0,2,1,1,116981,1779,731,2,47608,22209,0,30880,184,0,11.17,1,0,4,15,0.34,1
1,23,1,2,2,0,1,2,43311,4841,313,0,15128,13520,0,11569,191,3,12.78,0,0,6,7,0.17,0
0,21,1,2,0,1,1,1,40425,2765,556,2,13870,29876,0,12093,37,3,11.35,1,1,2,19,0.79,0
0,42,2,3,1,0,3,2,93726,3627,752,1,77,15542,0,26354,48,1,11.93,1,0,8,17,0.58,1
0,36,1,0,0,1,1,0,143828,4719,819,0,45719,2601,1,25674,179,0,7.96,1,0,4,26,0.76,1
0,29,1,2,1,0,3,1,139075,827,775,0,41802,24835,0,27846,208,1,12.8,0,1,1,8,0.39,1
1,32,1,3,2,2,3,2,133215,655,765,0,15547,2367,1,21210,92,1,8.24,1,0,8,26,0.64,0
1,45,2,2,0,0,1,1,120166,1783,761,2,2225,5008,0,33850,96,0,11.71,0,0,0,29,0.08,1
0,45,1,0,2,1,3,1,81412,1761,813,2,24092,17570,0,22351,191,3,5.84,1,0,7,25,0.72,1
1,48,1,2,0,0,3,2,41005,2918,539,0,23437,1263,0,7200,204,1,3.96,1,1,7,24,0.88,0
1,46,2,3,1,2,2,2,119483,3912,833,2,22813,962,0,23460,136,3,8.16,1,1,2,22,0.78,1
1,31,2,2,0,0,1,1,68637,664,590,2,43494,1721,1,5108,104,1,4.27,0,0,6,13,0.26,0
1,33,1,1,0,1,0,2,98614,2344,813,0,14400,9362,0,20298,72,1,12.99,1,0,6,11,0.38,1
0,25,1,1,1,1,1,1,123996,1670,732,0,47575,9670,0,22742,106,1,10.07,1,0,8,15,0.34,1
1,40,2,0,2,0,3,2,81458,3422,777,0,11775,4171,0,24125,101,3,6.7,0,1,1,13,0.14,1
0,35,2,3,0,1,3,1,22629,4974,412,0,18590,8980,0,5014,168,1,12.01,0,0,0,13,0.18,0
0,40,2,0,0,2,1,2,77252,705,820,1,45337,25756,0,20937,39,1,8.46,0,0,2,10,0.43,1
1,48,2,1,1,0,0,0,62770,2436,812,0,25607,10382,0,20000,99,1,10.15,0,0,1,5,0.95,0
0,36,1,2,1,0,1,1,103544,1985,835,1,40963,17988,0,28996,100,1,5.63,0,0,2,13,0.39,1
0,36,1,3,2,0,0,1,114513,1354,767,0,35291,1571,0,31527,107,2,9.57,1,1,3,7,1.0,1
0,38,2,1,1,1,2,2,78648,4518,755,0,16369,16197,0,21532,85,1,4.25,0,1,2,9,0.69,1
0,57,1,2,1,0,0,2,25092,4235,538,2,3706,26570,0,7537,196,0,8.34,1,0,1,7,0.73,0
1,54,0,2,1,1,2,2,45043,680,310,2,28378,15329,0,17279,209,0,5.84,0,1,8,16,0.85,0
0,45,1,3,1,2,0,1,87582,1367,761,2,3853,20769,0,24545,148,3,14.37,1,0,2,28,0.87,1
1,23,2,2,2,1,3,1,59378,1439,422,1,21989,26289,0,5083,40,1,8.61,1,0,6,18,0.06,0
1,48,1,2,1,1,3,2,141683,4647,846,1,7619,4021,0,21675,68,0,9.21,1,1,3,29,0.25,1
0,30,0,0,0,2,1,0,27161,4300,454,2,17826,29066,0,10067,12,1,11.8,1,1,4,20,0.26,0
0,44,1,3,0,1,0,1,123685,947,741,1,11674,9944,0,31881,226,1,14.48,0,0,4,20,0.55,1
1,69,1,0,2,0,3,0,54508,2861,346,0,24180,2381,0,16931,195,3,14.58,1,1,8,29,0.2,0
1,63,1,0,0,1,1,2,43125,4741,455,0,38049,12797,0,8258,186,1,7.78,0,1,0,28,0.71,0
0,45,1,1,1,1,0,1,39598,3780,562,2,40054,8719,0,11752,226,1,11.87,1,1,2,25,0.32,1
1,41,0,3,1,1,3,1,141624,1856,830,1,25117,20112,1,22916,98,2,5.27,1,0,0,29,0.61,1
0,34,1,2,2,1,0,2,143750,3831,732,0,45556,21963,1,24104,164,1,4.6,0,1,9,24,0.62,0
1,30,0,3,0,0,1,1,67610,4292,364,2,26679,8130,0,12657,145,0,13.64,0,1,1,22,0.25,0
1,60,2,0,2,0,3,2,51048,2713,482,2,47986,13431,1,18154,36,2,9.74,1,0,4,25,0.55,1
0,25,2,1,1,2,3,1,113607,4969,804,2,47752,27956,0,32632,168,3,5.27,1,1,8,28,0.73,1
1,31,2,1,1,2,1,0,64977,3493,746,0,15609,28599,0,20000,94,1,7.6,1,1,6,7,0.07,1
1,29,2,3,1,1,3,2,93308,1813,795,0,36448,7792,1,24311,52,1,6.17,0,1,1,13,0.52,1
1,29,1,2,2,0,3,0,68025,3775,707,2,39363,2042,0,20182,99,3,5.6,0,1,2,11,0.36,1
0,50,0,1,0,2,3,2,35331,4491,497,0,29065,9389,0,11763,102,3,13.1,1,1,3,22,0.84,0
0,51,1,3,1,0,0,1,20535,3308,350,2,16903,1151,0,7111,79,0,6.72,1,1,2,28,0.08,0
1,38,2,3,2,0,2,1,126850,3518,702,0,7099,16755,0,35415,80,0,14.28,0,0,9,25,0.25,1
1,68,2,2,1,0,2,0,32326,4581,511,1,10641,245,0,11135,67,2,11.92,0,1,5,12,0.61,0
1,45,2,2,2,0,3,1,99216,1768,814,1,46759,6044,0,26390,196,2,11.27,0,0,3,7,0.34,0
0,42,1,1,0,2,1,2,53883,525,839,1,5462,10805,0,20000,218,2,4.08,0,0,4,8,0.5,1
1,38,1,1,2,1,1,1,65347,669,760,1,7446,5484,0,20000,151,2,4.42,0,0,6,14,0.51,1
0,44,2,1,0,1,0,1,58925,4759,575,2,47156,27523,0,21594,57,0,10.26,1,1,8,29,0.56,0
1,56,1,2,0,0,2,2,33450,4769,364,0,20179,17159,0,10624,131,1,11.61,1,1,6,29,0.77,0
0,30,2,1,1,2,3,1,110117,3786,775,0,17137,9440,0,21908,61,1,9.12,1,0,5,6,0.85,1
0,40,2,1,0,0,0,2,148118,1369,794,0,18947,21949,0,22352,148,1,7.96,0,0,8,25,0.84,1
0,48,2,3,0,0,0,1,112916,3793,704,2,44167,16144,0,25496,229,1,5.63,1,0,1,22,0.95,1
1,25,1,3,1,1,2,1,51001,528,773,0,43105,9225,0,20000,28,1,12.52,1,1,8,29,0.78,1
0,48,1,1,2,2,0,1,70499,1506,765,2,40745,24986,0,20233,58,1,9.58,1,0,3,16,0.53,1
1,37,2,2,0,2,1,2,57892,2398,838,1,36675,25086,0,20000,137,0,10.7,0,0,7,5,0.53,1
1,52,0,2,0,0,3,1,32963,2159,301,0,24632,25875,0,9482,149,3,6.62,1,0,2,12,0.52,0
1,48,2,0,0,0,0,1,133741,3027,735,0,39953,19228,0,28231,110,1,14.31,0,0,6,23,0.56,1
1,46,1,1,0,2,1,0,87289,4784,754,2,28693,2277,0,20768,133,0,11.92,0,0,4,27,0.28,1
0,37,1,0,2,0,1,2,50099,1848,819,2,45237,27387,0,20000,87,1,5.47,1,1,0,26,0.91,0
